contenu,commentaire,tome,chapitre,scene,locuteur,characters,english,english_com
"— Toi aussi, tu dois acheter tous les livres de Lockhart ! Le nouveau prof de Défense contre les Forces du Mal doit être un de ses fans. C’est sûrement une sorcière.",Fred à Harry,2,4,0,Fred Weasley,"Fred Weasley, Harry Potter, Gilderoy Lockhart","“You’ve been told to get all Lockhart’s books, too! The new Defense Against the Dark Arts teacher must be a fan — bet it’s a witch.”",Fred to Harry
"<i>Je suis très absorbée par le travail scolaire, bien sûr… [Hermione dans une lettre]</i><br>
— Quelle idée ! commenta Ron avec horreur. On est en vacances !",,2,4,0,"Hermione Granger, Ron Weasley","Hermione Granger, Ron Weasley","“ <i>‘I’m very busy with schoolwork, of course’ [Hermione via letter]</i> — How can she be?” said Ron in horror. “We’re on vacation!”",
"Chacun volait à tour de rôle sur le Nimbus 2000 de Harry. C’était de très loin le meilleur balai dont ils disposaient. La vieille Étoile filante de Ron se faisait souvent dépasser
par des papillons.",,2,4,0,Narrateur,"Harry Potter, Ron Weasley","They took turns riding Harry’s Nimbus Two Thousand, which was easily the best broom; Ron’s old Shooting Star was often outstripped by passing butterflies.",
"— Si on n’y prend pas garde, on va avoir un autre préfet-en-chef dans la famille. Je crois que je ne survivrai pas à cette infamie.",George à propos de Percy,2,4,0,George Weasley,"George Weasley, Percy Weasley, Bill Weasley","“If we’re not careful, we’ll have another Head Boy in the family. I don’t think I could stand the shame.”",George about Percy
"— J’ai pris le métro… [Harry]<br>
— Vraiment ? dit Mr Weasley, très intéressé. Est-ce qu’il y a des escapators ? Comment ça marche ?",,2,4,0,"Harry Potter, Arthur Weasley","Harry Potter, Arthur Weasley","“I went on the Underground —” [Harry]<br>
“Really?” said Mr. Weasley eagerly. “Were there escapators? How
exactly —”",
"— Mais, chéri, si jamais il se perd, qu’est-ce que nous dirons à son oncle et à sa tante ? [Molly]<br>— Ils s’en ficheraient complètement, la rassura Harry. Dudley trouverait la plaisanterie excellente si jamais je me perdais dans le conduit d’une cheminée. Ne vous  inquiétez pas pour ça.",,2,4,0,"Molly Weasley, Harry Potter","Molly Weasley, Harry Potter, Arthur Weasley, Vernon Dursley, Pétunia Dursley, Dudley Dursley","“But, dear, if he got lost, how would we ever explain to his aunt
and uncle?”<br> “They wouldn’t mind,” Harry reassured her. “Dudley would think it was a brilliant joke if I got lost up a chimney, don’t worry about that —”",
"Il n’était encore qu’à mi-chemin lorsqu’il aperçut à travers la vitrine deux silhouettes qui s’apprêtaient à entrer. Or, l’un des deux arrivants était la dernière personne qu’il aurait voulu rencontrer dans l’état où il se trouvait - égaré, couvert de suie et les lunettes cassées : il s’agissait en effet de Drago
Malefoy.",Pensées de Harry dans le magasin Barjow et Beurk,2,4,0,Narrateur,"Harry Potter, Drago Malefoy","Two people appeared on the other side of the glass — and one of them was thevery last person Harry wanted to meet when he was lost, covered in soot, and wearing broken glasses: Draco Malfoy.",Harry Potter's thoughts in Borgin and Burkes
"— Tout le monde est persuadé qu’il est tellement intelligent, le merveilleux Potter, avec sa cicatrice et son balai… [Drago]<br>— Tu m’as déjà répété ça une bonne douzaine de fois, dit Mr Malefoy en jetant à son fils un regard noir. Et je rappelle qu’il n’est guère… prudent… de ne pas manifester la plus grande
admiration pour Harry Potter, étant donné que la plupart d’entre nous le considèrent comme un héros qui a fait disparaître le Seigneur des Ténèbres…",,2,4,0,"Drago Malefoy, Lucius Malefoy","Drago Malefoy, Lucius Malefoy, Harry Potter, Lord Voldemort","“... everyone thinks he’s so smart, wonderful Potter with his scar and his broomstick —” [Draco]<br>“You have told me this at least a dozen times already,” said Mr. Malfoy, with a quelling look at his son. “And I would remind you that it is not — prudent — to appear less than fond of Harry Potter, not when most of our kind regard him as the hero who made the Dark Lord disappear.”",
"— C’est comme partout, dit Mr Barjow de sa voix doucereuse. Les sorciers de souche sont de moins en moins respectés…",Barjow à Malefoy,2,4,0,Mr Barjow,"Mr Barjow, Lucius Malefoy","“It’s the same all over,” said Mr. Borgin, in his oily voice. “Wizard blood is counting for less everywhere —”",Mr. Borgin to Mr. Malfoy
"Il contempla d’abord un rouleau de corde de pendu, puis lut avec un sourire narquois le carton posé devant un magnifique collier d’opale : <i>Ne pas toucher. Objet ensorcelé. Ce collier a provoqué la mort des 19 Moldus auxquels il a appartenu.</i>",Drago devant un objet du magasin Barjow et Beurk,2,4,0,Narrateur,Drago Malefoy,"Draco paused to examine a long coil of hangman’s rope and to  dead, smirking, the card propped on a magnificent necklace of opals, <i>Caution: Do Not Touch. Cursed — Has Claimed the Lives of Nineteen Muggle Owners to Date.</i>",
"— Où est-ce que tu t’es retrouvé ? demanda Ron.<br>
— Dans l’Allée des Embrumes, répondit Harry d’un air sombre.<br>
— Formidable ! s’exclamèrent Fred et George d’une même voix.<br>
— Nous, on n’a jamais eu le droit d’y aller, dit Ron avec envie.<br>
— J’espère bien, il ne manquerait plus que ça ! grogna Hagrid.",,2,4,0,"Ron Weasley, Harry Potter, Fred Weasley, George Weasley, Rubeus Hagrid","Ron Weasley, Harry Potter, Fred Weasley, George Weasley, Rubeus Hagrid","“Where did you come out?” Ron asked.<br>“Knockturn Alley,” said Hagrid grimly.<br>“Excellent!” said Fred and George together.<br>“We’ve never been allowed in,” said Ron enviously.<br>“I should ruddy well think not,” growled Hagrid.",
"Lorsque le gobelin eut ouvert le coffre des Weasley, il fut encore plus effaré qu’à son arrivée dans l’Allée des Embrumes. Il ne contenait en effet qu’une toute petite pile de Mornilles d’argent et un seul Gallion d’or. Mrs Weasley regarda dans les coins pour voir s’il ne restait rien d’autre, puis elle ramassa la pile de pièces qu’elle enfouit dans son sac. Harry se sentit encore plus mal à l’aise lorsqu’ils se retrouvèrent devant son propre coffre. Il essaya d’en dissimuler le contenu pendant qu’il se  hâtait de remplir une bourse de cuir avec des poignées de pièces.",,2,4,0,Narrateur,"Molly Weasley, Arthur Weasley, Harry Potter","Harry enjoyed the breakneck journey down to the Weasleys’ vault, but felt dreadful, far worse than he had in Knockturn Alley, when it was opened. There was a very small pile of silver Sickles inside, and just one gold Galleon. Mrs. Weasley felt right into the corners before sweeping the whole lot into her bag. Harry felt even worse when they reached his vault. He tried to block the contents from view as he hastily shoved handfuls of coins into a leather bag.",
"Dans une petite boutique de brocante, ils aperçurent également Percy plongé dans un livre intitulé : <u>Histoire des préfets célèbres.</u><br>— Une grande étude consacrée à la carrière des préfets de Poudlard, lut Ron à haute voix au dos du livre. Vraiment passionnant…<br>— Fiche le camp, répliqua sèchement Percy.<br>— Il est très ambitieux, Percy. Il a déjà tout un plan de carrière dans la tête. Il veut devenir ministre de la Magie, expliqua Ron à voix basse.",,2,4,0,"Ron Weasley, Percy Weasley","Ron Weasley, Percy Weasley","In a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.<br>“A study of Hogwarts prefects and their later careers,” Ron read
aloud off the back cover. “That sounds fascinating...”<br>“Go away,” Percy snapped.<br>“ ’Course, he’s very ambitious, Percy, he’s got it all planned out... He wants to be Minister of Magic ...” Ron told Harry and Hermione in an undertone as they left Percy to it.",
"— Fais-nous un beau sourire, Harry, dit Lockhart à travers ses dents étincelantes largement exhibées. Toi et moi, on va faire la une.",,2,4,0,Gilderoy Lockhart,"Gilderoy Lockhart, Harry Potter","“Nice big smile, Harry,” said Lockhart, through his own gleaming
teeth. “Together, you and I are worth the front page.”",
"— Le célèbre Harry Potter, poursuivit Malefoy. Il ne peut même pas entrer dans une librairie sans faire la une des journaux.",,2,4,0,Drago Malefoy,"Drago Malefoy, Harry Potter","“Famous Harry Potter,” said Malfoy. “Can’t even go into a bookshop without making the front page.”",
"— Alors, Potter, tu t’es trouvé une petite amie ? ",Malefoy à Harry à propos de Ginny,2,4,0,Drago Malefoy,"Drago Malefoy, Harry Potter, Ginny Weasley","“Potter, you’ve got yourself a girlfriend !”",Malfoy to Harry about Ginny
"— Ah, c’est toi, dit Ron qui regarda Malefoy comme s’il s’était agi d’une saleté sur la
semelle de sa chaussure. Tu dois être surpris de voir Harry ici, non ?<br>
— Ce qui me surprend le plus, c’est de te voir dans une boutique, Weasley, répliqua
Malefoy. J’imagine que tes parents n’auront plus rien à manger pendant un mois après t’avoir
acheté tous ces bouquins.",,2,4,0,"Drago Malefoy, Ron Weasley","Drago Malefoy, Ron Weasley, Harry Potter, Arthur Weasley, Molly Weasley","“Oh, it’s you,” said Ron, looking at Malfoy as if he were something unpleasant on the sole of his shoe. “Bet you’re surprised to see Harry here, eh?”<br>“Not as surprised as I am to see you in a shop, Weasley,” retorted Malfoy. “I suppose your parents will go hungry for a month to pay for all those.”",
"— A quoi bon déshonorer la fonction de sorcier si on ne vous paie même pas bien pour ça ?<br>Mr Weasley devint encore plus cramoisi que Ron et Ginny.<br>— Nous n’avons pas la même conception de ce que doit être l’honneur d’un sorcier, Malefoy, dit-il.<br>— Ça ne fait aucun doute, répliqua Mr Malefoy en tournant ses yeux pâles vers Mr et Mrs Granger qui observaient la scène avec appréhension.",,2,4,0,"Lucius Malefoy, Arthur Weasley","Lucius Malefoy, Arthur Weasley, Mr Granger, Mrs Granger","“Dear me, what’s the use of being a disgrace to the name of wizard if they don’t even pay you
well for it?” Mr. Weasley flushed darker than either Ron or Ginny. “We have a very different idea of what disgraces the name of wizard, Malfoy,” he said. “Clearly,” said Mr. Malfoy, his pale eyes straying to Mr. and Mrs. Granger, who were watching apprehensively.",
"Il y eut un bruit métallique lorsque le chaudron de Ginny se renversa. Mr Weasley venait de se jeter sur Mr Malefoy en le projetant contre une étagère remplie de livres. Des dizaines d’épais grimoires leur tombèrent sur la tête dans un grondement de tonnerre.<br>— Vas-y, Papa ! s’écrièrent Fred et George. Mrs Weasley se mit à hurler.<br>— Non, Arthur, non ! s’écria-t-elle.
La foule recula en désordre, renversant d’autres étagères au passage.<br>— Messieurs, s’il vous plaît… s’il vous plaît ! s’exclama un vendeur.<br>— Allons, allons, Messieurs, ça suffit ! dit alors une voix plus puissante que les autres.<br>Hagrid s’avança vers eux, dans l’océan des livres étalés par terre. Un instant plus tard, il
avait séparé Mr Weasley et Mr Malefoy. Mr Weasley avait la lèvre fendue et Mr Malefoy avait reçu dans l’oeil une <u>Encyclopédie des champignons vénéneux</u>.",,2,4,0,"Fred Weasley, George Weasley, Molly Weasley, Rubeus Hagrid","Arthur Weasley, Lucius Malefoy, Fred Weasley, George Weasley, Molly Weasley, Rubeus Hagrid, Ginny Weasley","There was a thud of metal as Ginny’s cauldron went flying; Mr. Weasley had thrown himself at Mr. Malfoy, knocking him backward into a bookshelf. Dozens of heavy spellbooks came thundering down on all their heads; there was a yell of, “Get him, Dad!” from Fred or George; Mrs. Weasley was shrieking, “No, Arthur, no!”; the crowd stampeded backward, knocking more shelves over; “Gentlemen, please — please!” cried the assistant, and then, louder than all —<br>“Break it up, there, gents, break it up —”<br>Hagrid was wading toward them through the sea of books. In an instant he had pulled Mr. Weasley and Mr. Malfoy apart. Mr. Weasley had a cut lip and Mr. Malfoy had been hit in the eye by an <u>Encyclopedia of Toadstools</u>.",
"Il tenait toujours à la main le
vieux livre de Ginny sur la métamorphose. Les yeux flamboyant de hargne, il lui jeta le volume.<br>— Tiens, jeune fille, prends ton livre, dit-il à Ginny. Ton père ne pourra jamais rien t’offrir de mieux. [Lucius Malefoy]",,2,4,0,Lucius Malefoy,"Lucius Malefoy, Arthur Weasley, Ginny Weasley","He was still holding Ginny’s old Transfiguration book. He thrust it at her, his eyes glittering with malice.<br>“Here, girl — take your book — it’s the best your father can give you —”",
"— Un bel exemple à donner aux enfants ! Se battre en public ! Je me demande ce qu’a dû
penser Gilderoy Lockhart. [Molly]<br>— Il était très content, dit Fred. Tu ne l’as pas entendu quand on est partis ? Il demandait au type de <i>La Gazette du sorcier</i> s’il pourrait parler de la bagarre dans son reportage. Il a dit que ça ferait une très bonne publicité.",,2,4,0,"Molly Weasley, Fred Weasley","Molly Weasley, Fred Weasley, Gilderoy Lockhart","“A fine example to set for your children... brawling in public... what Gilderoy Lockhart must’ve thought —” [Molly]<br>“He was pleased,” said Fred. “Didn’t you hear him as we were leaving? He was asking that bloke from the Daily Prophet if he’d be able to work the fight into his report — said it was all publicity —”",
